tran_date,curr_code,std_rate
2015/05/18 上午 12:00:00,EUR,34.635215
2015/05/18 上午 12:00:00,GBP,47.916894
2015/05/18 上午 12:00:00,JPY,0.255126
2015/05/18 上午 12:00:00,USD,30.61
2015/05/19 上午 12:00:00,AUD,24.248496
2015/05/19 上午 12:00:00,EUR,34.1636
2015/05/19 上午 12:00:00,GBP,47.547152
2015/05/19 上午 12:00:00,JPY,0.253874
2015/05/19 上午 12:00:00,USD,30.64
2015/05/20 上午 12:00:00,AUD,24.162075
2015/05/20 上午 12:00:00,EUR,34.038611
2015/05/20 上午 12:00:00,GBP,47.667555
2015/05/20 上午 12:00:00,JPY,0.252839
2015/05/20 上午 12:00:00,USD,30.682
2015/05/21 上午 12:00:00,AUD,24.198175
2015/05/21 上午 12:00:00,EUR,34.05828
2015/05/21 上午 12:00:00,GBP,48.007095
2015/05/21 上午 12:00:00,JPY,0.253222
2015/05/21 上午 12:00:00,USD,30.65
2015/05/22 上午 12:00:00,AUD,23.88917
2015/05/22 上午 12:00:00,EUR,33.640912
2015/05/22 上午 12:00:00,GBP,47.308009
2015/05/22 上午 12:00:00,JPY,0.251263
2015/05/22 上午 12:00:00,USD,30.541
2015/05/25 上午 12:00:00,AUD,23.91875
2015/05/25 上午 12:00:00,EUR,33.560844
2015/05/25 上午 12:00:00,GBP,47.293337
2015/05/25 上午 12:00:00,JPY,0.251489
2015/05/25 上午 12:00:00,USD,30.571
2015/05/26 上午 12:00:00,AUD,23.755709
2015/05/26 上午 12:00:00,EUR,33.385738
2015/05/26 上午 12:00:00,GBP,47.244258
2015/05/26 上午 12:00:00,JPY,0.249415
2015/05/26 上午 12:00:00,USD,30.708
2015/05/27 上午 12:00:00,AUD,23.747353
2015/05/27 上午 12:00:00,EUR,33.50254
2015/05/27 上午 12:00:00,GBP,47.178238
2015/05/27 上午 12:00:00,JPY,0.248443
2015/05/27 上午 12:00:00,USD,30.725
2015/05/28 上午 12:00:00,AUD,23.559685
2015/05/28 上午 12:00:00,EUR,33.720935
2015/05/28 上午 12:00:00,GBP,47.162491
2015/05/28 上午 12:00:00,JPY,0.248495
